Source,Target,Type
EP,NBL,Undirected
EOG,NBL,Undirected
FTI,NBL,Undirected
HP,NBL,Undirected
MRO,NBL,Undirected
MUR,NBL,Undirected
NOV,NBL,Undirected
NFX,NBL,Undirected
NE,NBL,Undirected
OKE,OXY,Undirected
APC,OXY,Undirected
APA,OXY,Undirected
BHI,OXY,Undirected
CAM,OXY,Undirected
CHK,OXY,Undirected
CVX,OXY,Undirected
COP,OXY,Undirected
DNR,OXY,Undirected
DVN,OXY,Undirected
DO,OXY,Undirected
EOG,OXY,Undirected
XOM,OXY,Undirected
HES,OXY,Undirected
MRO,OXY,Undirected
MUR,OXY,Undirected
NBL,OXY,Undirected
ADM,BTU,Undirected
STZ,BTU,Undirected
EQT,BTU,Undirected
OKE,BTU,Undirected
APC,BTU,Undirected
APA,BTU,Undirected
COG,BTU,Undirected
CAM,BTU,Undirected
COP,BTU,Undirected
CNX,BTU,Undirected
DNR,BTU,Undirected
FTI,BTU,Undirected
HAL,BTU,Undirected
HP,BTU,Undirected
HES,BTU,Undirected
NOV,BTU,Undirected
NFX,BTU,Undirected
OXY,BTU,Undirected
EQT,PXD,Undirected
PPL,PXD,Undirected
APC,PXD,Undirected
APA,PXD,Undirected
COG,PXD,Undirected
CHK,PXD,Undirected
CNX,PXD,Undirected
DNR,PXD,Undirected
DVN,PXD,Undirected
DO,PXD,Undirected
EOG,PXD,Undirected
HES,PXD,Undirected
MUR,PXD,Undirected
NBR,PXD,Undirected
NOV,PXD,Undirected
NFX,PXD,Undirected
NBL,PXD,Undirected
ADM,RRC,Undirected
WFM,RRC,Undirected
DTE,RRC,Undirected
EQT,RRC,Undirected
PGN,RRC,Undirected
XEL,RRC,Undirected
APA,RRC,Undirected
COG,RRC,Undirected
CHK,RRC,Undirected
COP,RRC,Undirected
DNR,RRC,Undirected
DVN,RRC,Undirected
EOG,RRC,Undirected
HES,RRC,Undirected
NBR,RRC,Undirected
NFX,RRC,Undirected
NBL,RRC,Undirected
OXY,RRC,Undirected
BTU,RRC,Undirected
EQT,RDC,Undirected
OKE,RDC,Undirected
APC,RDC,Undirected
APA,RDC,Undirected
BHI,RDC,Undirected
CAM,RDC,Undirected
CVX,RDC,Undirected
DNR,RDC,Undirected
DVN,RDC,Undirected
DO,RDC,Undirected
FTI,RDC,Undirected
HAL,RDC,Undirected
HP,RDC,Undirected
HES,RDC,Undirected
NBR,RDC,Undirected
NOV,RDC,Undirected
NFX,RDC,Undirected
NE,RDC,Undirected
NBL,RDC,Undirected
OXY,RDC,Undirected
BTU,RDC,Undirected
DTE,SLB,Undirected
NEE,SLB,Undirected
BHI,SLB,Undirected
CAM,SLB,Undirected
DNR,SLB,Undirected
DO,SLB,Undirected
XOM,SLB,Undirected
FTI,SLB,Undirected
HAL,SLB,Undirected
HP,SLB,Undirected
HES,SLB,Undirected
MUR,SLB,Undirected
NBR,SLB,Undirected
NOV,SLB,Undirected
NE,SLB,Undirected
OXY,SLB,Undirected
BTU,SLB,Undirected
RDC,SLB,Undirected
WFM,SWN,Undirected
EQT,SWN,Undirected
OKE,SWN,Undirected
APC,SWN,Undirected
APA,SWN,Undirected
COG,SWN,Undirected
CHK,SWN,Undirected
CNX,SWN,Undirected
DNR,SWN,Undirected
EOG,SWN,Undirected
MRO,SWN,Undirected
NFX,SWN,Undirected
NBL,SWN,Undirected
OXY,SWN,Undirected
BTU,SWN,Undirected
RRC,SWN,Undirected
ADM,SUN,Undirected
AES,SUN,Undirected
EQT,SUN,Undirected
APC,SUN,Undirected
BHI,SUN,Undirected
COG,SUN,Undirected
CVX,SUN,Undirected
COP,SUN,Undirected
EOG,SUN,Undirected
XOM,SUN,Undirected
HAL,SUN,Undirected
HES,SUN,Undirected
MRO,SUN,Undirected
MUR,SUN,Undirected
NOV,SUN,Undirected
OXY,SUN,Undirected
PXD,SUN,Undirected
PEP,TSO,Undirected
AES,TSO,Undirected
EQT,TSO,Undirected
COG,TSO,Undirected
COP,TSO,Undirected
CNX,TSO,Undirected
MRO,TSO,Undirected
MUR,TSO,Undirected
NOV,TSO,Undirected
NBL,TSO,Undirected
BTU,TSO,Undirected
SUN,TSO,Undirected
ADM,VLO,Undirected
KO,VLO,Undirected
CL,VLO,Undirected
PEP,VLO,Undirected
PG,VLO,Undirected
AEP,VLO,Undirected
ED,VLO,Undirected
APC,VLO,Undirected
BHI,VLO,Undirected
CAM,VLO,Undirected
CHK,VLO,Undirected
COP,VLO,Undirected
DNR,VLO,Undirected
EOG,VLO,Undirected
FTI,VLO,Undirected
HES,VLO,Undirected
MRO,VLO,Undirected
MUR,VLO,Undirected
NFX,VLO,Undirected
BTU,VLO,Undirected
RRC,VLO,Undirected
SWN,VLO,Undirected
SUN,VLO,Undirected
TSO,VLO,Undirected
DF,WMB,Undirected
RAI,WMB,Undirected
WAG,WMB,Undirected
AES,WMB,Undirected
CNP,WMB,Undirected
CMS,WMB,Undirected
EIX,WMB,Undirected
EQT,WMB,Undirected
OKE,WMB,Undirected
COG,WMB,Undirected
CHK,WMB,Undirected
CNX,WMB,Undirected
DNR,WMB,Undirected
EP,WMB,Undirected
HAL,WMB,Undirected
HP,WMB,Undirected
HES,WMB,Undirected
MRO,WMB,Undirected
MUR,WMB,Undirected
NBL,WMB,Undirected
OXY,WMB,Undirected
RRC,WMB,Undirected
SWN,WMB,Undirected
TSO,WMB,Undirected
