Source,Target,Type
CHK,EOG,Undirected
COP,EOG,Undirected
DNR,EOG,Undirected
DVN,EOG,Undirected
MO,XOM,Undirected
ADM,XOM,Undirected
CLX,XOM,Undirected
KO,XOM,Undirected
CCE,XOM,Undirected
CL,XOM,Undirected
STZ,XOM,Undirected
COST,XOM,Undirected
CVS,XOM,Undirected
DF,XOM,Undirected
EL,XOM,Undirected
GIS,XOM,Undirected
HNZ,XOM,Undirected
K,XOM,Undirected
KMB,XOM,Undirected
KR,XOM,Undirected
MKC,XOM,Undirected
TAP,XOM,Undirected
PEP,XOM,Undirected
PG,XOM,Undirected
RAI,XOM,Undirected
SWY,XOM,Undirected
SJM,XOM,Undirected
SYY,XOM,Undirected
HSY,XOM,Undirected
WMT,XOM,Undirected
WAG,XOM,Undirected
WFM,XOM,Undirected
AEE,XOM,Undirected
CNP,XOM,Undirected
D,XOM,Undirected
ETR,XOM,Undirected
EQT,XOM,Undirected
TEG,XOM,Undirected
GAS,XOM,Undirected
NI,XOM,Undirected
NU,XOM,Undirected
OKE,XOM,Undirected
PCG,XOM,Undirected
PNW,XOM,Undirected
PPL,XOM,Undirected
SCG,XOM,Undirected
SRE,XOM,Undirected
TE,XOM,Undirected
WEC,XOM,Undirected
XEL,XOM,Undirected
APC,XOM,Undirected
APA,XOM,Undirected
COG,XOM,Undirected
CAM,XOM,Undirected
CVX,XOM,Undirected
COP,XOM,Undirected
CNX,XOM,Undirected
DNR,XOM,Undirected
DVN,XOM,Undirected
EP,XOM,Undirected
ADM,FTI,Undirected
KO,FTI,Undirected
CL,FTI,Undirected
COST,FTI,Undirected
EL,FTI,Undirected
SLE,FTI,Undirected
SVU,FTI,Undirected
CMS,FTI,Undirected
GAS,FTI,Undirected
XEL,FTI,Undirected
APC,FTI,Undirected
APA,FTI,Undirected
BHI,FTI,Undirected
COG,FTI,Undirected
CAM,FTI,Undirected
COP,FTI,Undirected
CNX,FTI,Undirected
DVN,FTI,Undirected
DO,FTI,Undirected
EOG,FTI,Undirected
XOM,FTI,Undirected
CVS,HAL,Undirected
GIS,HAL,Undirected
KR,HAL,Undirected
PG,HAL,Undirected
WMT,HAL,Undirected
WFM,HAL,Undirected
AES,HAL,Undirected
DTE,HAL,Undirected
EIX,HAL,Undirected
ETR,HAL,Undirected
FE,HAL,Undirected
GAS,HAL,Undirected
SCG,HAL,Undirected
APC,HAL,Undirected
BHI,HAL,Undirected
CAM,HAL,Undirected
CVX,HAL,Undirected
DNR,HAL,Undirected
DVN,HAL,Undirected
DO,HAL,Undirected
EP,HAL,Undirected
EOG,HAL,Undirected
XOM,HAL,Undirected
FTI,HAL,Undirected
ADM,HP,Undirected
CLX,HP,Undirected
KO,HP,Undirected
CCE,HP,Undirected
EL,HP,Undirected
GIS,HP,Undirected
HRL,HP,Undirected
K,HP,Undirected
MKC,HP,Undirected
PG,HP,Undirected
SLE,HP,Undirected
SVU,HP,Undirected
DTE,HP,Undirected
GAS,HP,Undirected
NI,HP,Undirected
POM,HP,Undirected
PNW,HP,Undirected
PGN,HP,Undirected
SCG,HP,Undirected
SRE,HP,Undirected
APC,HP,Undirected
APA,HP,Undirected
BHI,HP,Undirected
CAM,HP,Undirected
CVX,HP,Undirected
CNX,HP,Undirected
DNR,HP,Undirected
DVN,HP,Undirected
DO,HP,Undirected
XOM,HP,Undirected
HAL,HP,Undirected
GIS,HES,Undirected
PEP,HES,Undirected
AEP,HES,Undirected
DTE,HES,Undirected
TEG,HES,Undirected
APC,HES,Undirected
APA,HES,Undirected
BHI,HES,Undirected
CVX,HES,Undirected
COP,HES,Undirected
DNR,HES,Undirected
DVN,HES,Undirected
DO,HES,Undirected
EOG,HES,Undirected
XOM,HES,Undirected
HP,HES,Undirected
ADM,MRO,Undirected
KO,MRO,Undirected
CCE,MRO,Undirected
PEP,MRO,Undirected
SLE,MRO,Undirected
SYY,MRO,Undirected
TSN,MRO,Undirected
WAG,MRO,Undirected
D,MRO,Undirected
EIX,MRO,Undirected
EXC,MRO,Undirected
NI,MRO,Undirected
POM,MRO,Undirected
PNW,MRO,Undirected
SCG,MRO,Undirected
APC,MRO,Undirected
APA,MRO,Undirected
CAM,MRO,Undirected
CHK,MRO,Undirected
CVX,MRO,Undirected
COP,MRO,Undirected
DNR,MRO,Undirected
DVN,MRO,Undirected
DO,MRO,Undirected
EP,MRO,Undirected
XOM,MRO,Undirected
HES,MRO,Undirected
ADM,MUR,Undirected
CLX,MUR,Undirected
STZ,MUR,Undirected
CVS,MUR,Undirected
GIS,MUR,Undirected
TAP,MUR,Undirected
PG,MUR,Undirected
NU,MUR,Undirected
OKE,MUR,Undirected
POM,MUR,Undirected
XEL,MUR,Undirected
APA,MUR,Undirected
COG,MUR,Undirected
CVX,MUR,Undirected
COP,MUR,Undirected
CNX,MUR,Undirected
DNR,MUR,Undirected
DVN,MUR,Undirected
DO,MUR,Undirected
EOG,MUR,Undirected
XOM,MUR,Undirected
FTI,MUR,Undirected
HES,MUR,Undirected
MRO,MUR,Undirected
ADM,NBR,Undirected
STZ,NBR,Undirected
NI,NBR,Undirected
POM,NBR,Undirected
PGN,NBR,Undirected
APC,NBR,Undirected
APA,NBR,Undirected
BHI,NBR,Undirected
COG,NBR,Undirected
CVX,NBR,Undirected
DVN,NBR,Undirected
DO,NBR,Undirected
EP,NBR,Undirected
EOG,NBR,Undirected
FTI,NBR,Undirected
HAL,NBR,Undirected
HP,NBR,Undirected
MUR,NBR,Undirected
ADM,NOV,Undirected
WMT,NOV,Undirected
FE,NOV,Undirected
APC,NOV,Undirected
APA,NOV,Undirected
BHI,NOV,Undirected
CAM,NOV,Undirected
CVX,NOV,Undirected
COP,NOV,Undirected
DNR,NOV,Undirected
DVN,NOV,Undirected
DO,NOV,Undirected
FTI,NOV,Undirected
HAL,NOV,Undirected
HP,NOV,Undirected
HES,NOV,Undirected
MUR,NOV,Undirected
NBR,NOV,Undirected
D,NFX,Undirected
APC,NFX,Undirected
APA,NFX,Undirected
COG,NFX,Undirected
CHK,NFX,Undirected
CVX,NFX,Undirected
COP,NFX,Undirected
DNR,NFX,Undirected
DVN,NFX,Undirected
EOG,NFX,Undirected
XOM,NFX,Undirected
MUR,NFX,Undirected
ADM,NE,Undirected
AVP,NE,Undirected
COST,NE,Undirected
DF,NE,Undirected
KMB,NE,Undirected
KFT,NE,Undirected
MKC,NE,Undirected
SLE,NE,Undirected
SYY,NE,Undirected
HSY,NE,Undirected
TSN,NE,Undirected
WMT,NE,Undirected
AES,NE,Undirected
CMS,NE,Undirected
OKE,NE,Undirected
SRE,NE,Undirected
APC,NE,Undirected
APA,NE,Undirected
BHI,NE,Undirected
COG,NE,Undirected
CAM,NE,Undirected
CHK,NE,Undirected
CVX,NE,Undirected
DO,NE,Undirected
FTI,NE,Undirected
HAL,NE,Undirected
HP,NE,Undirected
HES,NE,Undirected
MRO,NE,Undirected
MUR,NE,Undirected
NBR,NE,Undirected
NOV,NE,Undirected
NFX,NE,Undirected
CL,NBL,Undirected
WAG,NBL,Undirected
CNP,NBL,Undirected
EQT,NBL,Undirected
APC,NBL,Undirected
APA,NBL,Undirected
COG,NBL,Undirected
CHK,NBL,Undirected
COP,NBL,Undirected
CNX,NBL,Undirected
DNR,NBL,Undirected
DVN,NBL,Undirected
EP,NBL,Undirected
EOG,NBL,Undirected
XOM,NBL,Undirected
FTI,NBL,Undirected
HP,NBL,Undirected
MUR,NBL,Undirected
STZ,OXY,Undirected
KMB,OXY,Undirected
SVU,OXY,Undirected
TSN,OXY,Undirected
AEE,OXY,Undirected
D,OXY,Undirected
EQT,OXY,Undirected
FE,OXY,Undirected
TEG,OXY,Undirected
GAS,OXY,Undirected
OKE,OXY,Undirected
SCG,OXY,Undirected
TE,OXY,Undirected
APC,OXY,Undirected
APA,OXY,Undirected
CAM,OXY,Undirected
CHK,OXY,Undirected
CVX,OXY,Undirected
COP,OXY,Undirected
DVN,OXY,Undirected
EOG,OXY,Undirected
XOM,OXY,Undirected
FTI,OXY,Undirected
HAL,OXY,Undirected
HP,OXY,Undirected
HES,OXY,Undirected
MRO,OXY,Undirected
NBR,OXY,Undirected
NOV,OXY,Undirected
NFX,OXY,Undirected
NBL,OXY,Undirected
ADM,BTU,Undirected
STZ,BTU,Undirected
KMB,BTU,Undirected
MKC,BTU,Undirected
AEE,BTU,Undirected
D,BTU,Undirected
EQT,BTU,Undirected
OKE,BTU,Undirected
COG,BTU,Undirected
CNX,BTU,Undirected
DNR,BTU,Undirected
DVN,BTU,Undirected
DO,BTU,Undirected
EOG,BTU,Undirected
FTI,BTU,Undirected
HP,BTU,Undirected
MRO,BTU,Undirected
MUR,BTU,Undirected
NE,BTU,Undirected
CMS,PXD,Undirected
D,PXD,Undirected
EQT,PXD,Undirected
POM,PXD,Undirected
PPL,PXD,Undirected
APC,PXD,Undirected
APA,PXD,Undirected
COG,PXD,Undirected
CAM,PXD,Undirected
CHK,PXD,Undirected
CVX,PXD,Undirected
COP,PXD,Undirected
CNX,PXD,Undirected
DNR,PXD,Undirected
DVN,PXD,Undirected
EOG,PXD,Undirected
FTI,PXD,Undirected
MRO,PXD,Undirected
MUR,PXD,Undirected
NOV,PXD,Undirected
NFX,PXD,Undirected
NBL,PXD,Undirected
OXY,PXD,Undirected
CCE,RRC,Undirected
GIS,RRC,Undirected
HRL,RRC,Undirected
KMB,RRC,Undirected
SVU,RRC,Undirected
SYY,RRC,Undirected
ED,RRC,Undirected
CEG,RRC,Undirected
DTE,RRC,Undirected
EIX,RRC,Undirected
EQT,RRC,Undirected
PNW,RRC,Undirected
XEL,RRC,Undirected
APC,RRC,Undirected
APA,RRC,Undirected
BHI,RRC,Undirected
COG,RRC,Undirected
CHK,RRC,Undirected
COP,RRC,Undirected
CNX,RRC,Undirected
DNR,RRC,Undirected
DVN,RRC,Undirected
EOG,RRC,Undirected
HP,RRC,Undirected
HES,RRC,Undirected
NBR,RRC,Undirected
NFX,RRC,Undirected
NBL,RRC,Undirected
OXY,RRC,Undirected
BTU,RRC,Undirected
MO,RDC,Undirected
ADM,RDC,Undirected
AVP,RDC,Undirected
GIS,RDC,Undirected
RAI,RDC,Undirected
SJM,RDC,Undirected
SVU,RDC,Undirected
SYY,RDC,Undirected
WFM,RDC,Undirected
AES,RDC,Undirected
CMS,RDC,Undirected
ED,RDC,Undirected
DTE,RDC,Undirected
EIX,RDC,Undirected
TEG,RDC,Undirected
GAS,RDC,Undirected
OKE,RDC,Undirected
PCG,RDC,Undirected
WEC,RDC,Undirected
APC,RDC,Undirected
APA,RDC,Undirected
BHI,RDC,Undirected
CAM,RDC,Undirected
CHK,RDC,Undirected
COP,RDC,Undirected
DNR,RDC,Undirected
DO,RDC,Undirected
FTI,RDC,Undirected
HAL,RDC,Undirected
HP,RDC,Undirected
HES,RDC,Undirected
MRO,RDC,Undirected
MUR,RDC,Undirected
NBR,RDC,Undirected
NOV,RDC,Undirected
NE,RDC,Undirected
NBL,RDC,Undirected
OXY,RDC,Undirected
BTU,RDC,Undirected
PXD,RDC,Undirected
HNZ,SLB,Undirected
SWY,SLB,Undirected
SJM,SLB,Undirected
WMT,SLB,Undirected
AES,SLB,Undirected
DTE,SLB,Undirected
ETR,SLB,Undirected
NEE,SLB,Undirected
PCG,SLB,Undirected
BHI,SLB,Undirected
CAM,SLB,Undirected
COP,SLB,Undirected
DNR,SLB,Undirected
DVN,SLB,Undirected
DO,SLB,Undirected
EP,SLB,Undirected
XOM,SLB,Undirected
FTI,SLB,Undirected
HAL,SLB,Undirected
HP,SLB,Undirected
HES,SLB,Undirected
MRO,SLB,Undirected
MUR,SLB,Undirected
NBR,SLB,Undirected
NOV,SLB,Undirected
NE,SLB,Undirected
OXY,SLB,Undirected
BTU,SLB,Undirected
PXD,SLB,Undirected
RRC,SLB,Undirected
RDC,SLB,Undirected
ADM,SWN,Undirected
DF,SWN,Undirected
EL,SWN,Undirected
PEP,SWN,Undirected
WFM,SWN,Undirected
EQT,SWN,Undirected
OKE,SWN,Undirected
APC,SWN,Undirected
APA,SWN,Undirected
COG,SWN,Undirected
CHK,SWN,Undirected
COP,SWN,Undirected
CNX,SWN,Undirected
DNR,SWN,Undirected
DVN,SWN,Undirected
EOG,SWN,Undirected
XOM,SWN,Undirected
FTI,SWN,Undirected
HP,SWN,Undirected
HES,SWN,Undirected
NOV,SWN,Undirected
NFX,SWN,Undirected
OXY,SWN,Undirected
BTU,SWN,Undirected
PXD,SWN,Undirected
RRC,SWN,Undirected
SLB,SWN,Undirected
ADM,SUN,Undirected
COST,SUN,Undirected
DF,SUN,Undirected
HNZ,SUN,Undirected
HRL,SUN,Undirected
SLE,SUN,Undirected
SYY,SUN,Undirected
HSY,SUN,Undirected
AES,SUN,Undirected
AEP,SUN,Undirected
CMS,SUN,Undirected
ED,SUN,Undirected
D,SUN,Undirected
ETR,SUN,Undirected
NEE,SUN,Undirected
SCG,SUN,Undirected
XEL,SUN,Undirected
APA,SUN,Undirected
CAM,SUN,Undirected
CHK,SUN,Undirected
COP,SUN,Undirected
CNX,SUN,Undirected
DNR,SUN,Undirected
DVN,SUN,Undirected
EP,SUN,Undirected
EOG,SUN,Undirected
XOM,SUN,Undirected
FTI,SUN,Undirected
HAL,SUN,Undirected
HES,SUN,Undirected
MRO,SUN,Undirected
MUR,SUN,Undirected
NE,SUN,Undirected
NBL,SUN,Undirected
OXY,SUN,Undirected
RDC,SUN,Undirected
SLB,SUN,Undirected
SWN,SUN,Undirected
AVP,TSO,Undirected
EL,TSO,Undirected
HRL,TSO,Undirected
SWY,TSO,Undirected
SLE,TSO,Undirected
SYY,TSO,Undirected
ED,TSO,Undirected
NEE,TSO,Undirected
SRE,TSO,Undirected
SO,TSO,Undirected
BHI,TSO,Undirected
COG,TSO,Undirected
CVX,TSO,Undirected
COP,TSO,Undirected
EOG,TSO,Undirected
MRO,TSO,Undirected
MUR,TSO,Undirected
OXY,TSO,Undirected
RRC,TSO,Undirected
SUN,TSO,Undirected
MO,VLO,Undirected
ADM,VLO,Undirected
AVP,VLO,Undirected
CPB,VLO,Undirected
CL,VLO,Undirected
COST,VLO,Undirected
EL,VLO,Undirected
K,VLO,Undirected
PG,VLO,Undirected
SLE,VLO,Undirected
SYY,VLO,Undirected
AEE,VLO,Undirected
CMS,VLO,Undirected
D,VLO,Undirected
FE,VLO,Undirected
TEG,VLO,Undirected
NEE,VLO,Undirected
GAS,VLO,Undirected
PGN,VLO,Undirected
SO,VLO,Undirected
APC,VLO,Undirected
APA,VLO,Undirected
COG,VLO,Undirected
CHK,VLO,Undirected
COP,VLO,Undirected
CNX,VLO,Undirected
DNR,VLO,Undirected
DO,VLO,Undirected
HP,VLO,Undirected
HES,VLO,Undirected
MRO,VLO,Undirected
MUR,VLO,Undirected
NBR,VLO,Undirected
NOV,VLO,Undirected
NE,VLO,Undirected
NBL,VLO,Undirected
OXY,VLO,Undirected
BTU,VLO,Undirected
SWN,VLO,Undirected
SUN,VLO,Undirected
TSO,VLO,Undirected
DF,WMB,Undirected
RAI,WMB,Undirected
SVU,WMB,Undirected
TSN,WMB,Undirected
WAG,WMB,Undirected
AES,WMB,Undirected
CNP,WMB,Undirected
CEG,WMB,Undirected
EQT,WMB,Undirected
FE,WMB,Undirected
TEG,WMB,Undirected
OKE,WMB,Undirected
PGN,WMB,Undirected
APC,WMB,Undirected
APA,WMB,Undirected
COG,WMB,Undirected
CHK,WMB,Undirected
CNX,WMB,Undirected
DNR,WMB,Undirected
DVN,WMB,Undirected
EP,WMB,Undirected
XOM,WMB,Undirected
HAL,WMB,Undirected
HP,WMB,Undirected
MRO,WMB,Undirected
NBR,WMB,Undirected
NOV,WMB,Undirected
NBL,WMB,Undirected
OXY,WMB,Undirected
RRC,WMB,Undirected
SWN,WMB,Undirected
VLO,WMB,Undirected
