Source,Target,Type
HSY,BHI,Undirected
WFM,BHI,Undirected
AES,BHI,Undirected
AEE,BHI,Undirected
CNP,BHI,Undirected
CEG,BHI,Undirected
DTE,BHI,Undirected
EQT,BHI,Undirected
FE,BHI,Undirected
TEG,BHI,Undirected
NU,BHI,Undirected
OKE,BHI,Undirected
APC,BHI,Undirected
CLX,COG,Undirected
KO,COG,Undirected
CCE,COG,Undirected
COST,COG,Undirected
DF,COG,Undirected
HNZ,COG,Undirected
K,COG,Undirected
KMB,COG,Undirected
MKC,COG,Undirected
TAP,COG,Undirected
PEP,COG,Undirected
PG,COG,Undirected
RAI,COG,Undirected
SWY,COG,Undirected
SLE,COG,Undirected
SYY,COG,Undirected
HSY,COG,Undirected
TSN,COG,Undirected
WMT,COG,Undirected
WFM,COG,Undirected
AEP,COG,Undirected
D,COG,Undirected
FE,COG,Undirected
NEE,COG,Undirected
OKE,COG,Undirected
PCG,COG,Undirected
PGN,COG,Undirected
SCG,COG,Undirected
APA,COG,Undirected
AVP,CAM,Undirected
CPB,CAM,Undirected
CLX,CAM,Undirected
CL,CAM,Undirected
COST,CAM,Undirected
EL,CAM,Undirected
MKC,CAM,Undirected
TAP,CAM,Undirected
PG,CAM,Undirected
RAI,CAM,Undirected
SWY,CAM,Undirected
WMT,CAM,Undirected
WFM,CAM,Undirected
AES,CAM,Undirected
AEE,CAM,Undirected
ED,CAM,Undirected
D,CAM,Undirected
DTE,CAM,Undirected
EIX,CAM,Undirected
ETR,CAM,Undirected
EQT,CAM,Undirected
NI,CAM,Undirected
OKE,CAM,Undirected
PNW,CAM,Undirected
PPL,CAM,Undirected
SCG,CAM,Undirected
TE,CAM,Undirected
WEC,CAM,Undirected
BHI,CAM,Undirected
COG,CAM,Undirected
ADM,CHK,Undirected
STZ,CHK,Undirected
COST,CHK,Undirected
CVS,CHK,Undirected
DF,CHK,Undirected
EL,CHK,Undirected
GIS,CHK,Undirected
HNZ,CHK,Undirected
MKC,CHK,Undirected
TAP,CHK,Undirected
PG,CHK,Undirected
SWY,CHK,Undirected
SJM,CHK,Undirected
SYY,CHK,Undirected
WAG,CHK,Undirected
AES,CHK,Undirected
EIX,CHK,Undirected
EQT,CHK,Undirected
GAS,CHK,Undirected
OKE,CHK,Undirected
PCG,CHK,Undirected
PPL,CHK,Undirected
SO,CHK,Undirected
APC,CHK,Undirected
APA,CHK,Undirected
BHI,CHK,Undirected
COG,CHK,Undirected
CAM,CHK,Undirected
MO,CVX,Undirected
AVP,CVX,Undirected
KO,CVX,Undirected
CVS,CVX,Undirected
DF,CVX,Undirected
EL,CVX,Undirected
GIS,CVX,Undirected
HRL,CVX,Undirected
K,CVX,Undirected
PEP,CVX,Undirected
PG,CVX,Undirected
RAI,CVX,Undirected
SLE,CVX,Undirected
SJM,CVX,Undirected
HSY,CVX,Undirected
WFM,CVX,Undirected
AEE,CVX,Undirected
EXC,CVX,Undirected
NI,CVX,Undirected
NU,CVX,Undirected
PPL,CVX,Undirected
XEL,CVX,Undirected
APC,CVX,Undirected
BHI,CVX,Undirected
CAM,CVX,Undirected
CL,COP,Undirected
STZ,COP,Undirected
CVS,COP,Undirected
GIS,COP,Undirected
K,COP,Undirected
RAI,COP,Undirected
SWY,COP,Undirected
SVU,COP,Undirected
WAG,COP,Undirected
WFM,COP,Undirected
DTE,COP,Undirected
EQT,COP,Undirected
GAS,COP,Undirected
NI,COP,Undirected
SCG,COP,Undirected
XEL,COP,Undirected
APA,COP,Undirected
BHI,COP,Undirected
COG,COP,Undirected
CHK,COP,Undirected
CVX,COP,Undirected
ADM,CNX,Undirected
CCE,CNX,Undirected
STZ,CNX,Undirected
COST,CNX,Undirected
DF,CNX,Undirected
EL,CNX,Undirected
GIS,CNX,Undirected
HNZ,CNX,Undirected
PG,CNX,Undirected
SWY,CNX,Undirected
SJM,CNX,Undirected
SVU,CNX,Undirected
HSY,CNX,Undirected
WMT,CNX,Undirected
AES,CNX,Undirected
AEE,CNX,Undirected
AEP,CNX,Undirected
CNP,CNX,Undirected
ED,CNX,Undirected
CEG,CNX,Undirected
DTE,CNX,Undirected
EQT,CNX,Undirected
GAS,CNX,Undirected
PCG,CNX,Undirected
TE,CNX,Undirected
MO,DNR,Undirected
ADM,DNR,Undirected
CPB,DNR,Undirected
CLX,DNR,Undirected
KO,DNR,Undirected
CCE,DNR,Undirected
STZ,DNR,Undirected
COST,DNR,Undirected
HNZ,DNR,Undirected
HRL,DNR,Undirected
K,DNR,Undirected
KMB,DNR,Undirected
MKC,DNR,Undirected
TAP,DNR,Undirected
PEP,DNR,Undirected
RAI,DNR,Undirected
SWY,DNR,Undirected
SJM,DNR,Undirected
SVU,DNR,Undirected
WMT,DNR,Undirected
WAG,DNR,Undirected
WFM,DNR,Undirected
CEG,DNR,Undirected
D,DNR,Undirected
EQT,DNR,Undirected
EXC,DNR,Undirected
GAS,DNR,Undirected
NI,DNR,Undirected
PCG,DNR,Undirected
PNW,DNR,Undirected
PPL,DNR,Undirected
COG,DNR,Undirected
CNX,DNR,Undirected
MO,DVN,Undirected
AVP,DVN,Undirected
CLX,DVN,Undirected
STZ,DVN,Undirected
COST,DVN,Undirected
EL,DVN,Undirected
K,DVN,Undirected
KFT,DVN,Undirected
RAI,DVN,Undirected
SWY,DVN,Undirected
SJM,DVN,Undirected
SVU,DVN,Undirected
TSN,DVN,Undirected
AES,DVN,Undirected
CNP,DVN,Undirected
CEG,DVN,Undirected
DTE,DVN,Undirected
EIX,DVN,Undirected
EXC,DVN,Undirected
GAS,DVN,Undirected
OKE,DVN,Undirected
SRE,DVN,Undirected
APC,DVN,Undirected
APA,DVN,Undirected
BHI,DVN,Undirected
COG,DVN,Undirected
CHK,DVN,Undirected
CVX,DVN,Undirected
COP,DVN,Undirected
DNR,DVN,Undirected
ADM,DO,Undirected
KO,DO,Undirected
CCE,DO,Undirected
K,DO,Undirected
KMB,DO,Undirected
SWY,DO,Undirected
SYY,DO,Undirected
HSY,DO,Undirected
WAG,DO,Undirected
AEP,DO,Undirected
CNP,DO,Undirected
ED,DO,Undirected
CEG,DO,Undirected
DUK,DO,Undirected
FE,DO,Undirected
NI,DO,Undirected
PNW,DO,Undirected
BHI,DO,Undirected
COG,DO,Undirected
CHK,DO,Undirected
CNX,DO,Undirected
MO,EP,Undirected
AVP,EP,Undirected
CLX,EP,Undirected
COST,EP,Undirected
EL,EP,Undirected
HRL,EP,Undirected
KFT,EP,Undirected
KR,EP,Undirected
PEP,EP,Undirected
SYY,EP,Undirected
HSY,EP,Undirected
TSN,EP,Undirected
WAG,EP,Undirected
CNP,EP,Undirected
ED,EP,Undirected
CEG,EP,Undirected
D,EP,Undirected
DTE,EP,Undirected
EQT,EP,Undirected
NEE,EP,Undirected
OKE,EP,Undirected
PGN,EP,Undirected
SRE,EP,Undirected
WEC,EP,Undirected
APC,EP,Undirected
APA,EP,Undirected
BHI,EP,Undirected
DVN,EP,Undirected
DO,EP,Undirected
MO,EOG,Undirected
CLX,EOG,Undirected
KO,EOG,Undirected
CVS,EOG,Undirected
HRL,EOG,Undirected
K,EOG,Undirected
KFT,EOG,Undirected
MKC,EOG,Undirected
TAP,EOG,Undirected
PEP,EOG,Undirected
SLE,EOG,Undirected
SJM,EOG,Undirected
SVU,EOG,Undirected
SYY,EOG,Undirected
AES,EOG,Undirected
AEE,EOG,Undirected
AEP,EOG,Undirected
CEG,EOG,Undirected
NU,EOG,Undirected
OKE,EOG,Undirected
PNW,EOG,Undirected
TE,EOG,Undirected
APC,EOG,Undirected
APA,EOG,Undirected
COG,EOG,Undirected
CHK,EOG,Undirected
COP,EOG,Undirected
CNX,EOG,Undirected
DNR,EOG,Undirected
DVN,EOG,Undirected
DO,EOG,Undirected
ADM,XOM,Undirected
KO,XOM,Undirected
CVS,XOM,Undirected
EL,XOM,Undirected
MKC,XOM,Undirected
PEP,XOM,Undirected
SWY,XOM,Undirected
SLE,XOM,Undirected
SYY,XOM,Undirected
HSY,XOM,Undirected
TSN,XOM,Undirected
WMT,XOM,Undirected
AEE,XOM,Undirected
TEG,XOM,Undirected
NI,XOM,Undirected
PCG,XOM,Undirected
SO,XOM,Undirected
TE,XOM,Undirected
APA,XOM,Undirected
BHI,XOM,Undirected
CHK,XOM,Undirected
CVX,XOM,Undirected
COP,XOM,Undirected
DNR,XOM,Undirected
ADM,FTI,Undirected
AVP,FTI,Undirected
CLX,FTI,Undirected
KO,FTI,Undirected
CL,FTI,Undirected
COST,FTI,Undirected
CVS,FTI,Undirected
DF,FTI,Undirected
EL,FTI,Undirected
K,FTI,Undirected
KFT,FTI,Undirected
KR,FTI,Undirected
MKC,FTI,Undirected
SLE,FTI,Undirected
HSY,FTI,Undirected
WFM,FTI,Undirected
D,FTI,Undirected
DTE,FTI,Undirected
EXC,FTI,Undirected
FE,FTI,Undirected
NEE,FTI,Undirected
GAS,FTI,Undirected
NU,FTI,Undirected
PCG,FTI,Undirected
BHI,FTI,Undirected
COG,FTI,Undirected
CAM,FTI,Undirected
CVX,FTI,Undirected
CNX,FTI,Undirected
DNR,FTI,Undirected
EP,FTI,Undirected
EOG,FTI,Undirected
XOM,FTI,Undirected
MO,HAL,Undirected
CPB,HAL,Undirected
CLX,HAL,Undirected
DF,HAL,Undirected
HNZ,HAL,Undirected
HRL,HAL,Undirected
KMB,HAL,Undirected
KFT,HAL,Undirected
KR,HAL,Undirected
PG,HAL,Undirected
SVU,HAL,Undirected
HSY,HAL,Undirected
TSN,HAL,Undirected
WAG,HAL,Undirected
CNP,HAL,Undirected
CEG,HAL,Undirected
D,HAL,Undirected
DUK,HAL,Undirected
EIX,HAL,Undirected
FE,HAL,Undirected
TEG,HAL,Undirected
NEE,HAL,Undirected
GAS,HAL,Undirected
NU,HAL,Undirected
OKE,HAL,Undirected
POM,HAL,Undirected
PNW,HAL,Undirected
SRE,HAL,Undirected
WEC,HAL,Undirected
APC,HAL,Undirected
BHI,HAL,Undirected
COG,HAL,Undirected
CAM,HAL,Undirected
COP,HAL,Undirected
CNX,HAL,Undirected
DNR,HAL,Undirected
DO,HAL,Undirected
EP,HAL,Undirected
EOG,HAL,Undirected
FTI,HAL,Undirected
AVP,HP,Undirected
CCE,HP,Undirected
STZ,HP,Undirected
COST,HP,Undirected
CVS,HP,Undirected
GIS,HP,Undirected
HRL,HP,Undirected
K,HP,Undirected
KFT,HP,Undirected
KR,HP,Undirected
MKC,HP,Undirected
SWY,HP,Undirected
SJM,HP,Undirected
SVU,HP,Undirected
WAG,HP,Undirected
WFM,HP,Undirected
AES,HP,Undirected
EXC,HP,Undirected
GAS,HP,Undirected
PCG,HP,Undirected
PNW,HP,Undirected
SCG,HP,Undirected
SRE,HP,Undirected
SO,HP,Undirected
APC,HP,Undirected
COG,HP,Undirected
DO,HP,Undirected
EOG,HP,Undirected
ADM,HES,Undirected
COST,HES,Undirected
CVS,HES,Undirected
GIS,HES,Undirected
KFT,HES,Undirected
PEP,HES,Undirected
SYY,HES,Undirected
WAG,HES,Undirected
WFM,HES,Undirected
AES,HES,Undirected
CNP,HES,Undirected
ED,HES,Undirected
CEG,HES,Undirected
DTE,HES,Undirected
FE,HES,Undirected
TEG,HES,Undirected
GAS,HES,Undirected
PCG,HES,Undirected
PNW,HES,Undirected
WEC,HES,Undirected
APA,HES,Undirected
BHI,HES,Undirected
CHK,HES,Undirected
CVX,HES,Undirected
COP,HES,Undirected
DNR,HES,Undirected
DO,HES,Undirected
EOG,HES,Undirected
ADM,MRO,Undirected
CLX,MRO,Undirected
KO,MRO,Undirected
CCE,MRO,Undirected
CL,MRO,Undirected
STZ,MRO,Undirected
CVS,MRO,Undirected
DF,MRO,Undirected
EL,MRO,Undirected
HNZ,MRO,Undirected
KR,MRO,Undirected
MKC,MRO,Undirected
TAP,MRO,Undirected
SWY,MRO,Undirected
SLE,MRO,Undirected
SJM,MRO,Undirected
SYY,MRO,Undirected
TSN,MRO,Undirected
WMT,MRO,Undirected
WFM,MRO,Undirected
AES,MRO,Undirected
CMS,MRO,Undirected
CEG,MRO,Undirected
EXC,MRO,Undirected
FE,MRO,Undirected
GAS,MRO,Undirected
NI,MRO,Undirected
NU,MRO,Undirected
OKE,MRO,Undirected
POM,MRO,Undirected
PCG,MRO,Undirected
SO,MRO,Undirected
TE,MRO,Undirected
WEC,MRO,Undirected
BHI,MRO,Undirected
CVX,MRO,Undirected
COP,MRO,Undirected
CNX,MRO,Undirected
XOM,MRO,Undirected
HP,MRO,Undirected
HES,MRO,Undirected
ADM,MUR,Undirected
CLX,MUR,Undirected
STZ,MUR,Undirected
CVS,MUR,Undirected
EL,MUR,Undirected
GIS,MUR,Undirected
HNZ,MUR,Undirected
K,MUR,Undirected
KR,MUR,Undirected
MKC,MUR,Undirected
TAP,MUR,Undirected
PEP,MUR,Undirected
PG,MUR,Undirected
SLE,MUR,Undirected
SVU,MUR,Undirected
TSN,MUR,Undirected
CMS,MUR,Undirected
EIX,MUR,Undirected
EQT,MUR,Undirected
NEE,MUR,Undirected
NI,MUR,Undirected
NU,MUR,Undirected
OKE,MUR,Undirected
PPL,MUR,Undirected
APC,MUR,Undirected
APA,MUR,Undirected
BHI,MUR,Undirected
COP,MUR,Undirected
DO,MUR,Undirected
EP,MUR,Undirected
XOM,MUR,Undirected
HAL,MUR,Undirected
HES,MUR,Undirected
MRO,MUR,Undirected
MO,NBR,Undirected
ADM,NBR,Undirected
CLX,NBR,Undirected
CCE,NBR,Undirected
STZ,NBR,Undirected
COST,NBR,Undirected
EL,NBR,Undirected
HNZ,NBR,Undirected
KFT,NBR,Undirected
KR,NBR,Undirected
TAP,NBR,Undirected
PEP,NBR,Undirected
PG,NBR,Undirected
SVU,NBR,Undirected
SYY,NBR,Undirected
HSY,NBR,Undirected
WMT,NBR,Undirected
WFM,NBR,Undirected
AES,NBR,Undirected
AEE,NBR,Undirected
AEP,NBR,Undirected
DUK,NBR,Undirected
ETR,NBR,Undirected
FE,NBR,Undirected
NEE,NBR,Undirected
NI,NBR,Undirected
OKE,NBR,Undirected
PNW,NBR,Undirected
PPL,NBR,Undirected
PGN,NBR,Undirected
SCG,NBR,Undirected
TE,NBR,Undirected
XEL,NBR,Undirected
APA,NBR,Undirected
BHI,NBR,Undirected
COP,NBR,Undirected
DNR,NBR,Undirected
DVN,NBR,Undirected
EP,NBR,Undirected
HAL,NBR,Undirected
HP,NBR,Undirected
ADM,NOV,Undirected
AVP,NOV,Undirected
DF,NOV,Undirected
GIS,NOV,Undirected
HNZ,NOV,Undirected
HRL,NOV,Undirected
KFT,NOV,Undirected
KR,NOV,Undirected
MKC,NOV,Undirected
PG,NOV,Undirected
SWY,NOV,Undirected
SVU,NOV,Undirected
SYY,NOV,Undirected
TSN,NOV,Undirected
WMT,NOV,Undirected
CNP,NOV,Undirected
ED,NOV,Undirected
CEG,NOV,Undirected
DTE,NOV,Undirected
FE,NOV,Undirected
TEG,NOV,Undirected
NI,NOV,Undirected
POM,NOV,Undirected
PNW,NOV,Undirected
XEL,NOV,Undirected
APA,NOV,Undirected
BHI,NOV,Undirected
CAM,NOV,Undirected
DNR,NOV,Undirected
DO,NOV,Undirected
EP,NOV,Undirected
FTI,NOV,Undirected
HAL,NOV,Undirected
HES,NOV,Undirected
MRO,NOV,Undirected
MO,NFX,Undirected
ADM,NFX,Undirected
AVP,NFX,Undirected
CLX,NFX,Undirected
CCE,NFX,Undirected
CL,NFX,Undirected
COST,NFX,Undirected
DF,NFX,Undirected
EL,NFX,Undirected
HNZ,NFX,Undirected
K,NFX,Undirected
KFT,NFX,Undirected
KR,NFX,Undirected
PG,NFX,Undirected
RAI,NFX,Undirected
SWY,NFX,Undirected
SLE,NFX,Undirected
SJM,NFX,Undirected
SVU,NFX,Undirected
SYY,NFX,Undirected
HSY,NFX,Undirected
TSN,NFX,Undirected
AEE,NFX,Undirected
AEP,NFX,Undirected
CNP,NFX,Undirected
CMS,NFX,Undirected
CEG,NFX,Undirected
D,NFX,Undirected
GAS,NFX,Undirected
OKE,NFX,Undirected
PNW,NFX,Undirected
SRE,NFX,Undirected
CAM,NFX,Undirected
COP,NFX,Undirected
DNR,NFX,Undirected
DVN,NFX,Undirected
DO,NFX,Undirected
EP,NFX,Undirected
EOG,NFX,Undirected
HES,NFX,Undirected
MRO,NFX,Undirected
MUR,NFX,Undirected
ADM,NE,Undirected
AVP,NE,Undirected
KO,NE,Undirected
CCE,NE,Undirected
CL,NE,Undirected
STZ,NE,Undirected
COST,NE,Undirected
CVS,NE,Undirected
EL,NE,Undirected
HNZ,NE,Undirected
HRL,NE,Undirected
KMB,NE,Undirected
PEP,NE,Undirected
PG,NE,Undirected
RAI,NE,Undirected
SLE,NE,Undirected
SYY,NE,Undirected
HSY,NE,Undirected
WAG,NE,Undirected
WFM,NE,Undirected
AEE,NE,Undirected
AEP,NE,Undirected
CNP,NE,Undirected
ED,NE,Undirected
CEG,NE,Undirected
ETR,NE,Undirected
TEG,NE,Undirected
NI,NE,Undirected
OKE,NE,Undirected
PNW,NE,Undirected
SCG,NE,Undirected
SO,NE,Undirected
WEC,NE,Undirected
APC,NE,Undirected
BHI,NE,Undirected
CAM,NE,Undirected
CHK,NE,Undirected
DVN,NE,Undirected
DO,NE,Undirected
FTI,NE,Undirected
HP,NE,Undirected
HES,NE,Undirected
MRO,NE,Undirected
MUR,NE,Undirected
NBR,NE,Undirected
NOV,NE,Undirected
NFX,NE,Undirected
ADM,NBL,Undirected
CPB,NBL,Undirected
KO,NBL,Undirected
CCE,NBL,Undirected
CL,NBL,Undirected
STZ,NBL,Undirected
COST,NBL,Undirected
KR,NBL,Undirected
TAP,NBL,Undirected
SLE,NBL,Undirected
SYY,NBL,Undirected
CNP,NBL,Undirected
CEG,NBL,Undirected
DUK,NBL,Undirected
EIX,NBL,Undirected
FE,NBL,Undirected
NEE,NBL,Undirected
GAS,NBL,Undirected
OKE,NBL,Undirected
PNW,NBL,Undirected
SCG,NBL,Undirected
SRE,NBL,Undirected
APA,NBL,Undirected
COG,NBL,Undirected
COP,NBL,Undirected
DNR,NBL,Undirected
DVN,NBL,Undirected
EOG,NBL,Undirected
FTI,NBL,Undirected
HP,NBL,Undirected
MRO,NBL,Undirected
MUR,NBL,Undirected
NBR,NBL,Undirected
NFX,NBL,Undirected
NE,NBL,Undirected
ADM,OXY,Undirected
CLX,OXY,Undirected
CL,OXY,Undirected
STZ,OXY,Undirected
DF,OXY,Undirected
KFT,OXY,Undirected
TAP,OXY,Undirected
RAI,OXY,Undirected
SJM,OXY,Undirected
SVU,OXY,Undirected
AES,OXY,Undirected
EQT,OXY,Undirected
EXC,OXY,Undirected
OKE,OXY,Undirected
PCG,OXY,Undirected
PNW,OXY,Undirected
XEL,OXY,Undirected
APC,OXY,Undirected
APA,OXY,Undirected
CVX,OXY,Undirected
COP,OXY,Undirected
DNR,OXY,Undirected
DVN,OXY,Undirected
EP,OXY,Undirected
XOM,OXY,Undirected
HAL,OXY,Undirected
HES,OXY,Undirected
MRO,OXY,Undirected
MUR,OXY,Undirected
NOV,OXY,Undirected
NE,OXY,Undirected
ADM,BTU,Undirected
CLX,BTU,Undirected
KO,BTU,Undirected
CL,BTU,Undirected
STZ,BTU,Undirected
CVS,BTU,Undirected
DF,BTU,Undirected
HNZ,BTU,Undirected
HRL,BTU,Undirected
KMB,BTU,Undirected
KR,BTU,Undirected
MKC,BTU,Undirected
PG,BTU,Undirected
TSN,BTU,Undirected
WFM,BTU,Undirected
CNP,BTU,Undirected
D,BTU,Undirected
DUK,BTU,Undirected
ETR,BTU,Undirected
NEE,BTU,Undirected
NI,BTU,Undirected
NU,BTU,Undirected
OKE,BTU,Undirected
POM,BTU,Undirected
PNW,BTU,Undirected
PPL,BTU,Undirected
WEC,BTU,Undirected
APA,BTU,Undirected
BHI,BTU,Undirected
CAM,BTU,Undirected
COP,BTU,Undirected
CNX,BTU,Undirected
DNR,BTU,Undirected
DVN,BTU,Undirected
DO,BTU,Undirected
EP,BTU,Undirected
EOG,BTU,Undirected
HAL,BTU,Undirected
HP,BTU,Undirected
HES,BTU,Undirected
NBR,BTU,Undirected
NFX,BTU,Undirected
NBL,BTU,Undirected
MO,PXD,Undirected
ADM,PXD,Undirected
CLX,PXD,Undirected
STZ,PXD,Undirected
CVS,PXD,Undirected
DF,PXD,Undirected
HRL,PXD,Undirected
K,PXD,Undirected
KFT,PXD,Undirected
KR,PXD,Undirected
TAP,PXD,Undirected
PEP,PXD,Undirected
PG,PXD,Undirected
SLE,PXD,Undirected
HSY,PXD,Undirected
WFM,PXD,Undirected
AES,PXD,Undirected
AEP,PXD,Undirected
CNP,PXD,Undirected
CMS,PXD,Undirected
CEG,PXD,Undirected
DUK,PXD,Undirected
ETR,PXD,Undirected
NI,PXD,Undirected
POM,PXD,Undirected
PCG,PXD,Undirected
SCG,PXD,Undirected
SRE,PXD,Undirected
XEL,PXD,Undirected
APC,PXD,Undirected
APA,PXD,Undirected
COG,PXD,Undirected
CAM,PXD,Undirected
CHK,PXD,Undirected
CNX,PXD,Undirected
DNR,PXD,Undirected
DVN,PXD,Undirected
HAL,PXD,Undirected
NOV,PXD,Undirected
NFX,PXD,Undirected
NE,PXD,Undirected
NBL,PXD,Undirected
MO,RRC,Undirected
AVP,RRC,Undirected
KO,RRC,Undirected
CCE,RRC,Undirected
CL,RRC,Undirected
STZ,RRC,Undirected
CVS,RRC,Undirected
DF,RRC,Undirected
EL,RRC,Undirected
GIS,RRC,Undirected
KR,RRC,Undirected
SWY,RRC,Undirected
SVU,RRC,Undirected
SYY,RRC,Undirected
HSY,RRC,Undirected
TSN,RRC,Undirected
WMT,RRC,Undirected
WFM,RRC,Undirected
AEE,RRC,Undirected
AEP,RRC,Undirected
ED,RRC,Undirected
EIX,RRC,Undirected
ETR,RRC,Undirected
EQT,RRC,Undirected
EXC,RRC,Undirected
FE,RRC,Undirected
POM,RRC,Undirected
PPL,RRC,Undirected
SCG,RRC,Undirected
APC,RRC,Undirected
APA,RRC,Undirected
COG,RRC,Undirected
CVX,RRC,Undirected
DNR,RRC,Undirected
DVN,RRC,Undirected
EOG,RRC,Undirected
MRO,RRC,Undirected
NBR,RRC,Undirected
NOV,RRC,Undirected
NFX,RRC,Undirected
NBL,RRC,Undirected
BTU,RRC,Undirected
AVP,RDC,Undirected
CPB,RDC,Undirected
KO,RDC,Undirected
COST,RDC,Undirected
EL,RDC,Undirected
KMB,RDC,Undirected
KFT,RDC,Undirected
MKC,RDC,Undirected
TAP,RDC,Undirected
SWY,RDC,Undirected
SLE,RDC,Undirected
SVU,RDC,Undirected
SYY,RDC,Undirected
HSY,RDC,Undirected
TSN,RDC,Undirected
WMT,RDC,Undirected
ED,RDC,Undirected
NI,RDC,Undirected
NU,RDC,Undirected
PPL,RDC,Undirected
SRE,RDC,Undirected
APC,RDC,Undirected
BHI,RDC,Undirected
CAM,RDC,Undirected
CHK,RDC,Undirected
CVX,RDC,Undirected
DNR,RDC,Undirected
DO,RDC,Undirected
XOM,RDC,Undirected
FTI,RDC,Undirected
HP,RDC,Undirected
HES,RDC,Undirected
MUR,RDC,Undirected
NBR,RDC,Undirected
NE,RDC,Undirected
BTU,RDC,Undirected
AVP,SLB,Undirected
CPB,SLB,Undirected
CLX,SLB,Undirected
CL,SLB,Undirected
STZ,SLB,Undirected
COST,SLB,Undirected
HRL,SLB,Undirected
KMB,SLB,Undirected
MKC,SLB,Undirected
RAI,SLB,Undirected
SWY,SLB,Undirected
SJM,SLB,Undirected
SVU,SLB,Undirected
SYY,SLB,Undirected
WMT,SLB,Undirected
WAG,SLB,Undirected
AES,SLB,Undirected
CEG,SLB,Undirected
DTE,SLB,Undirected
DUK,SLB,Undirected
EIX,SLB,Undirected
ETR,SLB,Undirected
NI,SLB,Undirected
PPL,SLB,Undirected
PGN,SLB,Undirected
SCG,SLB,Undirected
SRE,SLB,Undirected
WEC,SLB,Undirected
APA,SLB,Undirected
BHI,SLB,Undirected
CAM,SLB,Undirected
DO,SLB,Undirected
EP,SLB,Undirected
XOM,SLB,Undirected
FTI,SLB,Undirected
HAL,SLB,Undirected
MRO,SLB,Undirected
MUR,SLB,Undirected
NBR,SLB,Undirected
NOV,SLB,Undirected
OXY,SLB,Undirected
BTU,SLB,Undirected
PXD,SLB,Undirected
RDC,SLB,Undirected
CLX,SWN,Undirected
STZ,SWN,Undirected
DF,SWN,Undirected
EL,SWN,Undirected
HRL,SWN,Undirected
K,SWN,Undirected
MKC,SWN,Undirected
PEP,SWN,Undirected
SJM,SWN,Undirected
SYY,SWN,Undirected
HSY,SWN,Undirected
TSN,SWN,Undirected
WMT,SWN,Undirected
AEE,SWN,Undirected
AEP,SWN,Undirected
CMS,SWN,Undirected
ED,SWN,Undirected
CEG,SWN,Undirected
EIX,SWN,Undirected
NEE,SWN,Undirected
NI,SWN,Undirected
NU,SWN,Undirected
POM,SWN,Undirected
APC,SWN,Undirected
COG,SWN,Undirected
CAM,SWN,Undirected
CHK,SWN,Undirected
CVX,SWN,Undirected
CNX,SWN,Undirected
DNR,SWN,Undirected
EOG,SWN,Undirected
XOM,SWN,Undirected
HP,SWN,Undirected
HES,SWN,Undirected
MRO,SWN,Undirected
NBR,SWN,Undirected
NOV,SWN,Undirected
NFX,SWN,Undirected
NBL,SWN,Undirected
RRC,SWN,Undirected
RDC,SWN,Undirected
CPB,SUN,Undirected
CLX,SUN,Undirected
DF,SUN,Undirected
GIS,SUN,Undirected
HRL,SUN,Undirected
KR,SUN,Undirected
MKC,SUN,Undirected
SJM,SUN,Undirected
SVU,SUN,Undirected
SYY,SUN,Undirected
HSY,SUN,Undirected
AES,SUN,Undirected
AEP,SUN,Undirected
CMS,SUN,Undirected
NI,SUN,Undirected
NU,SUN,Undirected
OKE,SUN,Undirected
POM,SUN,Undirected
SO,SUN,Undirected
WEC,SUN,Undirected
APC,SUN,Undirected
CAM,SUN,Undirected
CVX,SUN,Undirected
COP,SUN,Undirected
DNR,SUN,Undirected
DVN,SUN,Undirected
DO,SUN,Undirected
FTI,SUN,Undirected
MRO,SUN,Undirected
NOV,SUN,Undirected
OXY,SUN,Undirected
BTU,SUN,Undirected
PXD,SUN,Undirected
SWN,SUN,Undirected
AVP,TSO,Undirected
CPB,TSO,Undirected
CLX,TSO,Undirected
CCE,TSO,Undirected
CL,TSO,Undirected
COST,TSO,Undirected
CVS,TSO,Undirected
DF,TSO,Undirected
EL,TSO,Undirected
HNZ,TSO,Undirected
HRL,TSO,Undirected
KR,TSO,Undirected
MKC,TSO,Undirected
TAP,TSO,Undirected
RAI,TSO,Undirected
SWY,TSO,Undirected
SLE,TSO,Undirected
SYY,TSO,Undirected
TSN,TSO,Undirected
WAG,TSO,Undirected
WFM,TSO,Undirected
AES,TSO,Undirected
AEE,TSO,Undirected
CNP,TSO,Undirected
CMS,TSO,Undirected
DUK,TSO,Undirected
TEG,TSO,Undirected
NEE,TSO,Undirected
NI,TSO,Undirected
OKE,TSO,Undirected
PCG,TSO,Undirected
SRE,TSO,Undirected
BHI,TSO,Undirected
DNR,TSO,Undirected
DVN,TSO,Undirected
EOG,TSO,Undirected
HAL,TSO,Undirected
HES,TSO,Undirected
MRO,TSO,Undirected
NFX,TSO,Undirected
OXY,TSO,Undirected
BTU,TSO,Undirected
SLB,TSO,Undirected
SUN,TSO,Undirected
ADM,VLO,Undirected
AVP,VLO,Undirected
CLX,VLO,Undirected
KO,VLO,Undirected
CCE,VLO,Undirected
CL,VLO,Undirected
STZ,VLO,Undirected
CVS,VLO,Undirected
EL,VLO,Undirected
GIS,VLO,Undirected
HNZ,VLO,Undirected
HRL,VLO,Undirected
K,VLO,Undirected
PG,VLO,Undirected
SLE,VLO,Undirected
HSY,VLO,Undirected
TSN,VLO,Undirected
