Source,Target,Type
CCE,NBR,Undirected
STZ,NBR,Undirected
EL,NBR,Undirected
KFT,NBR,Undirected
TAP,NBR,Undirected
PEP,NBR,Undirected
SYY,NBR,Undirected
WFM,NBR,Undirected
AES,NBR,Undirected
ETR,NBR,Undirected
FE,NBR,Undirected
NEE,NBR,Undirected
OKE,NBR,Undirected
PNW,NBR,Undirected
PGN,NBR,Undirected
APA,NBR,Undirected
BHI,NBR,Undirected
DVN,NBR,Undirected
EP,NBR,Undirected
HAL,NBR,Undirected
HP,NBR,Undirected
AVP,NOV,Undirected
DF,NOV,Undirected
GIS,NOV,Undirected
HNZ,NOV,Undirected
HRL,NOV,Undirected
KFT,NOV,Undirected
MKC,NOV,Undirected
PG,NOV,Undirected
SYY,NOV,Undirected
WMT,NOV,Undirected
CNP,NOV,Undirected
FE,NOV,Undirected
POM,NOV,Undirected
PNW,NOV,Undirected
XEL,NOV,Undirected
APA,NOV,Undirected
BHI,NOV,Undirected
CAM,NOV,Undirected
DNR,NOV,Undirected
DO,NOV,Undirected
FTI,NOV,Undirected
HAL,NOV,Undirected
HES,NOV,Undirected
MRO,NOV,Undirected
AVP,NFX,Undirected
CCE,NFX,Undirected
CL,NFX,Undirected
EL,NFX,Undirected
HNZ,NFX,Undirected
K,NFX,Undirected
KR,NFX,Undirected
RAI,NFX,Undirected
SWY,NFX,Undirected
SLE,NFX,Undirected
AEE,NFX,Undirected
CNP,NFX,Undirected
D,NFX,Undirected
OKE,NFX,Undirected
PNW,NFX,Undirected
CAM,NFX,Undirected
COP,NFX,Undirected
DNR,NFX,Undirected
DVN,NFX,Undirected
EP,NFX,Undirected
EOG,NFX,Undirected
MRO,NFX,Undirected
MUR,NFX,Undirected
CCE,NE,Undirected
CL,NE,Undirected
COST,NE,Undirected
CVS,NE,Undirected
KMB,NE,Undirected
SYY,NE,Undirected
HSY,NE,Undirected
WFM,NE,Undirected
AES,NE,Undirected
AEE,NE,Undirected
TEG,NE,Undirected
NI,NE,Undirected
OKE,NE,Undirected
PNW,NE,Undirected
SO,NE,Undirected
APC,NE,Undirected
BHI,NE,Undirected
CAM,NE,Undirected
DVN,NE,Undirected
DO,NE,Undirected
FTI,NE,Undirected
HAL,NE,Undirected
HP,NE,Undirected
HES,NE,Undirected
MRO,NE,Undirected
NBR,NE,Undirected
NOV,NE,Undirected
ADM,NBL,Undirected
KO,NBL,Undirected
CCE,NBL,Undirected
CL,NBL,Undirected
STZ,NBL,Undirected
COST,NBL,Undirected
KR,NBL,Undirected
CNP,NBL,Undirected
EIX,NBL,Undirected
FE,NBL,Undirected
GAS,NBL,Undirected
OKE,NBL,Undirected
SCG,NBL,Undirected
SRE,NBL,Undirected
APC,NBL,Undirected
APA,NBL,Undirected
COG,NBL,Undirected
COP,NBL,Undirected
DNR,NBL,Undirected
DVN,NBL,Undirected
EOG,NBL,Undirected
HP,NBL,Undirected
MRO,NBL,Undirected
MUR,NBL,Undirected
NFX,NBL,Undirected
NE,NBL,Undirected
ADM,OXY,Undirected
STZ,OXY,Undirected
RAI,OXY,Undirected
SJM,OXY,Undirected
OKE,OXY,Undirected
PCG,OXY,Undirected
APC,OXY,Undirected
APA,OXY,Undirected
CVX,OXY,Undirected
COP,OXY,Undirected
DNR,OXY,Undirected
DVN,OXY,Undirected
EP,OXY,Undirected
XOM,OXY,Undirected
HAL,OXY,Undirected
HES,OXY,Undirected
MRO,OXY,Undirected
MUR,OXY,Undirected
NOV,OXY,Undirected
NE,OXY,Undirected
ADM,BTU,Undirected
KO,BTU,Undirected
STZ,BTU,Undirected
CVS,BTU,Undirected
DF,BTU,Undirected
HNZ,BTU,Undirected
HRL,BTU,Undirected
KMB,BTU,Undirected
MKC,BTU,Undirected
PG,BTU,Undirected
D,BTU,Undirected
NI,BTU,Undirected
OKE,BTU,Undirected
PCG,BTU,Undirected
PNW,BTU,Undirected
WEC,BTU,Undirected
APA,BTU,Undirected
BHI,BTU,Undirected
CAM,BTU,Undirected
CNX,BTU,Undirected
DNR,BTU,Undirected
DO,BTU,Undirected
EP,BTU,Undirected
EOG,BTU,Undirected
HP,BTU,Undirected
HES,BTU,Undirected
NBR,BTU,Undirected
NFX,BTU,Undirected
CLX,PXD,Undirected
DF,PXD,Undirected
HRL,PXD,Undirected
PG,PXD,Undirected
WFM,PXD,Undirected
AEP,PXD,Undirected
ED,PXD,Undirected
CEG,PXD,Undirected
DUK,PXD,Undirected
ETR,PXD,Undirected
NI,PXD,Undirected
POM,PXD,Undirected
APC,PXD,Undirected
APA,PXD,Undirected
COG,PXD,Undirected
CHK,PXD,Undirected
CNX,PXD,Undirected
DNR,PXD,Undirected
DVN,PXD,Undirected
NOV,PXD,Undirected
NE,PXD,Undirected
NBL,PXD,Undirected
CCE,RRC,Undirected
CL,RRC,Undirected
STZ,RRC,Undirected
CVS,RRC,Undirected
GIS,RRC,Undirected
KR,RRC,Undirected
PEP,RRC,Undirected
SVU,RRC,Undirected
HSY,RRC,Undirected
WFM,RRC,Undirected
AEE,RRC,Undirected
ED,RRC,Undirected
EIX,RRC,Undirected
EQT,RRC,Undirected
PPL,RRC,Undirected
APC,RRC,Undirected
APA,RRC,Undirected
COG,RRC,Undirected
DNR,RRC,Undirected
DVN,RRC,Undirected
EOG,RRC,Undirected
NBR,RRC,Undirected
NFX,RRC,Undirected
NBL,RRC,Undirected
BTU,RRC,Undirected
AVP,RDC,Undirected
KO,RDC,Undirected
EL,RDC,Undirected
KFT,RDC,Undirected
TAP,RDC,Undirected
SLE,RDC,Undirected
TSN,RDC,Undirected
ED,RDC,Undirected
NI,RDC,Undirected
APC,RDC,Undirected
BHI,RDC,Undirected
CAM,RDC,Undirected
CVX,RDC,Undirected
DNR,RDC,Undirected
DO,RDC,Undirected
XOM,RDC,Undirected
FTI,RDC,Undirected
HP,RDC,Undirected
HES,RDC,Undirected
MUR,RDC,Undirected
NBR,RDC,Undirected
NE,RDC,Undirected
BTU,RDC,Undirected
CPB,SLB,Undirected
CLX,SLB,Undirected
CL,SLB,Undirected
STZ,SLB,Undirected
KMB,SLB,Undirected
MKC,SLB,Undirected
SWY,SLB,Undirected
SJM,SLB,Undirected
SVU,SLB,Undirected
WAG,SLB,Undirected
AES,SLB,Undirected
ETR,SLB,Undirected
NI,SLB,Undirected
SCG,SLB,Undirected
WEC,SLB,Undirected
APA,SLB,Undirected
BHI,SLB,Undirected
CAM,SLB,Undirected
DO,SLB,Undirected
EP,SLB,Undirected
XOM,SLB,Undirected
FTI,SLB,Undirected
HAL,SLB,Undirected
MUR,SLB,Undirected
NBR,SLB,Undirected
NOV,SLB,Undirected
OXY,SLB,Undirected
BTU,SLB,Undirected
RDC,SLB,Undirected
STZ,SWN,Undirected
EL,SWN,Undirected
HRL,SWN,Undirected
PEP,SWN,Undirected
HSY,SWN,Undirected
AEP,SWN,Undirected
APC,SWN,Undirected
COG,SWN,Undirected
CAM,SWN,Undirected
CHK,SWN,Undirected
CNX,SWN,Undirected
DNR,SWN,Undirected
EOG,SWN,Undirected
MRO,SWN,Undirected
NBR,SWN,Undirected
NFX,SWN,Undirected
NBL,SWN,Undirected
RRC,SWN,Undirected
CPB,SUN,Undirected
DF,SUN,Undirected
HRL,SUN,Undirected
KR,SUN,Undirected
MKC,SUN,Undirected
SJM,SUN,Undirected
SVU,SUN,Undirected
SYY,SUN,Undirected
HSY,SUN,Undirected
TSN,SUN,Undirected
AES,SUN,Undirected
AEP,SUN,Undirected
NI,SUN,Undirected
SO,SUN,Undirected
CVX,SUN,Undirected
COP,SUN,Undirected
HES,SUN,Undirected
MRO,SUN,Undirected
NOV,SUN,Undirected
OXY,SUN,Undirected
PXD,SUN,Undirected
AVP,TSO,Undirected
CLX,TSO,Undirected
CL,TSO,Undirected
COST,TSO,Undirected
CVS,TSO,Undirected
DF,TSO,Undirected
EL,TSO,Undirected
HRL,TSO,Undirected
KR,TSO,Undirected
MKC,TSO,Undirected
TAP,TSO,Undirected
RAI,TSO,Undirected
SWY,TSO,Undirected
SLE,TSO,Undirected
SYY,TSO,Undirected
TSN,TSO,Undirected
WFM,TSO,Undirected
AES,TSO,Undirected
CNP,TSO,Undirected
DUK,TSO,Undirected
NEE,TSO,Undirected
NI,TSO,Undirected
PCG,TSO,Undirected
SRE,TSO,Undirected
BHI,TSO,Undirected
DVN,TSO,Undirected
EOG,TSO,Undirected
HES,TSO,Undirected
MRO,TSO,Undirected
BTU,TSO,Undirected
SLB,TSO,Undirected
SUN,TSO,Undirected
ADM,VLO,Undirected
AVP,VLO,Undirected
KO,VLO,Undirected
CL,VLO,Undirected
CVS,VLO,Undirected
GIS,VLO,Undirected
HNZ,VLO,Undirected
HRL,VLO,Undirected
PG,VLO,Undirected
SLE,VLO,Undirected
HSY,VLO,Undirected
TSN,VLO,Undirected
AES,VLO,Undirected
EQT,VLO,Undirected
FE,VLO,Undirected
OKE,VLO,Undirected
PNW,VLO,Undirected
SRE,VLO,Undirected
SO,VLO,Undirected
WEC,VLO,Undirected
BHI,VLO,Undirected
CVX,VLO,Undirected
COP,VLO,Undirected
CNX,VLO,Undirected
FTI,VLO,Undirected
HES,VLO,Undirected
MRO,VLO,Undirected
MUR,VLO,Undirected
NBR,VLO,Undirected
NE,VLO,Undirected
BTU,VLO,Undirected
RRC,VLO,Undirected
SWN,VLO,Undirected
SUN,VLO,Undirected
TSO,VLO,Undirected
MO,WMB,Undirected
CL,WMB,Undirected
STZ,WMB,Undirected
HNZ,WMB,Undirected
TAP,WMB,Undirected
PG,WMB,Undirected
SVU,WMB,Undirected
TSN,WMB,Undirected
AES,WMB,Undirected
CMS,WMB,Undirected
CEG,WMB,Undirected
EQT,WMB,Undirected
FE,WMB,Undirected
NI,WMB,Undirected
OKE,WMB,Undirected
PGN,WMB,Undirected
SO,WMB,Undirected
APC,WMB,Undirected
COG,WMB,Undirected
CAM,WMB,Undirected
COP,WMB,Undirected
DNR,WMB,Undirected
DO,WMB,Undirected
EP,WMB,Undirected
FTI,WMB,Undirected
HP,WMB,Undirected
MRO,WMB,Undirected
MUR,WMB,Undirected
NBL,WMB,Undirected
OXY,WMB,Undirected
PXD,WMB,Undirected
SLB,WMB,Undirected
SWN,WMB,Undirected
VLO,WMB,Undirected
